CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,CrimeHead,CrimeSubHead,PoliceStation,PoliceStationType,District,Court,EmployeeID,Officer,OfficerRank,OfficerDesignation,Status,CaseCategory,Gravity,AccusedCount,AccusedNames,VictimCount,VictimNames,Complainant,ArrestCount,ChargesheetCount,LatestChargesheetDate,ChargesheetStatus,Acts,Sections,InfoReceivedPSDate,IncidentFromDate,IncidentToDate,Latitude,Longitude,BriefFacts
764,1.0001e+17,202600010,2026-01-15,Economic Offences,Forgery,Adugodi Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,385,Vihaan,Police Constable,Cyber Cell Officer,Undetected,FIR,Non-Heinous,1,Benjamin Bhasin,1,Vinaya Ahuja,Jasmit Naik,1,0,,Pending,BNS,Mischief,2026-01-13 07:00:00,2026-01-12 17:00:00,2026-01-12 22:00:00,12.959861,77.517796,Voluptatem fuga libero quas ipsam minima culpa sed ipsam nobis culpa dolorem veniam alias quos delectus eum quo delectus.
765,1.0001e+17,202600019,2026-03-25,Economic Offences,Counterfeiting,Upparpete Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,333,Bina,Police Constable,Circle Inspector,Charge Sheeted,FIR,Non-Heinous,2,Frado Srinivasan; Atharv Tandon,1,Lavanya Kalita,Ekanta Rastogi,1,1,2026-06-23,Filed,BNS,Mischief,2026-03-23 08:00:00,2026-03-22 17:00:00,2026-03-22 20:00:00,13.066195,77.525559,Nihil ea voluptatum accusantium animi soluta libero eveniet iste omnis consequatur minus at explicabo consequuntur quo adipisci recusandae.
766,1.0001e+17,202600015,2026-01-21,Crimes Against Property,Criminal Trespass,Hennur Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,449,Viraj,Police Constable,Investigating Officer (IO),Charge Sheeted,FIR,Non-Heinous,1,Aarush Ratta,1,Theodore Prabhu,Vasudha Contractor,0,1,2026-04-09,Filed,BNS,Dacoity,2026-01-20 10:00:00,2026-01-20 07:00:00,2026-01-20 08:00:00,12.878727,77.494437,Ad ratione debitis animi adipisci voluptates quisquam voluptate sed natus amet fugit.
767,1.0001e+17,202600011,2026-01-14,Crimes Against Public Order,Public Nuisance,Adugodi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,386,Ijaya,Police Constable,Investigating Officer (IO),Under Investigation,FIR,Non-Heinous,0,,1,Jonathan Barad,Mugdha Vora,0,0,,Pending,BNS,Criminal Intimidation,2026-01-14 00:00:00,2026-01-13 15:00:00,2026-01-13 19:00:00,12.893745,77.728535,Quae excepturi assumenda dolores consequatur soluta pariatur maiores ipsa magnam facere veritatis distinctio optio officia facilis quod odit voluptas quidem harum dicta quod officiis.
768,1.0001e+17,202600016,2026-07-02,Crimes Against Body,Attempt to Murder,Girinagar Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,243,Patrick,Sub-Inspector (SI),Crime Branch Officer,Disposed by Court,FIR,Heinous,2,Mohammed Gole; George Narang,1,Ansh Kale,Suhani Kaur,1,1,2026-09-06,Filed,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-07-02 11:00:00,2026-07-02 00:00:00,2026-07-02 06:00:00,12.923141,77.67874,Officiis perferendis sequi nam hic veniam culpa hic expedita omnis provident beatae laboriosam iusto mollitia nulla exercitationem ratione qui nam eum.
769,1.0001e+17,202600012,2026-03-24,Cyber Crime,Hacking,Jnanabharathi Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,148,Siddharth,Asst Sub-Inspector (ASI),Crime Branch Officer,Pending Trial,FIR,Non-Heinous,1,Anay Dyal,0,,Aayush Aggarwal,0,0,,Pending,IT Act,Computer Related Offences; Identity Theft,2026-03-21 13:00:00,2026-03-21 06:00:00,2026-03-21 07:00:00,12.943157,77.632656,Corporis labore ullam molestiae tenetur quidem ab est sint fugit saepe nam aliquam dolore consectetur iste repellat.
770,3.0001e+17,202600009,2026-04-23,Crimes Against Body,Murder,Chandra Layout Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,107,Sai,Head Constable,Reserve Sub-Inspector,Disposed by Court,UDR,Non-Heinous,3,Chakradev Munshi; Advik Dalal; Ishwar Mitter,0,,Lila Thaker,1,1,2026-05-19,Filed,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-04-22 22:00:00,2026-04-22 19:00:00,2026-04-22 20:00:00,12.944268,77.628531,Quod quo in quae incidunt laudantium neque ut perspiciatis temporibus aliquam consectetur distinctio fugit eveniet aspernatur quidem iusto animi.
771,1.0001e+17,202600015,2026-03-01,Narcotics & NDPS,Illicit Liquor,Vidhana Soudha Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,214,Jairaj,Police Constable,Reserve Sub-Inspector,Pending Trial,FIR,Heinous,3,Girik Padmanabhan; Karan Kothari; Indrajit Morar,1,Nimrat Banik,Qasim Sura,2,0,,Pending,NDPS Act,Possession of Manufactured Drugs,2026-02-27 07:00:00,2026-02-26 19:00:00,2026-02-26 22:00:00,13.096387,77.642606,Culpa ex possimus voluptatibus magnam id nemo sequi similique ipsam recusandae.
772,1.0001e+17,202600017,2026-06-19,Cyber Crime,Identity Theft,City Market Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,301,Panini,Police Constable,Crime Branch Officer,Under Investigation,FIR,Non-Heinous,1,Saksham Oommen,1,Deepa Rege,Faraj Bose,1,0,,Pending,IT Act,Identity Theft,2026-06-17 19:00:00,2026-06-17 15:00:00,2026-06-17 17:00:00,13.085814,77.737892,Labore animi dolore doloremque deleniti sed esse libero necessitatibus dolorem soluta fugit facere expedita.
773,1.0001e+17,202600014,2026-04-09,Narcotics & NDPS,Illicit Liquor,Kempapura Agrahara Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,156,Qasim,Deputy Superintendent of Police (DySP),Reserve Sub-Inspector,Charge Sheeted,FIR,Non-Heinous,1,Abdul Nair,1,Dalaja Kalla,Gavin Puri,0,1,2026-04-25,Filed,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-04-08 07:00:00,2026-04-07 19:00:00,2026-04-07 22:00:00,12.892203,77.679829,Saepe sed maiores corporis nulla saepe vitae aliquid nam consequatur nesciunt.
774,8.0001e+17,202600018,2026-01-10,Traffic & Motor Vehicle Offences,Rash Driving,City Market Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,307,Yatan,Sub-Inspector (SI),Crime Branch Officer,Under Investigation,Zero FIR,Non-Heinous,1,Joshua Lal,2,Chatura Mitra; Jackson Mannan,Dalaja Thaker,0,0,,Pending,MV Act,Driving without Insurance,2026-01-09 13:00:00,2026-01-09 07:00:00,2026-01-09 08:00:00,12.87933,77.614862,Natus assumenda veniam itaque rem dolore velit doloremque placeat tempore.
775,1.0001e+17,202600012,2026-04-22,Cyber Crime,Online Financial Fraud,Vijayanagar Police Station,Police Station,Bangalore Urban,City Civil Court Bengaluru,123,Shaurya,Police Constable,Beat Constable,Pending Trial,FIR,Non-Heinous,1,Orinder Nayak,2,Theodore Sangha; Rishi Golla,Ubika Batta,1,0,,Pending,IT Act,Cheating by Personation; Identity Theft,2026-04-21 03:00:00,2026-04-20 21:00:00,2026-04-21 02:00:00,12.935296,77.613391,Cupiditate cupiditate soluta alias aliquid quo error eos cum non beatae incidunt odio a ipsa consequatur alias recusandae ad.
776,1.0001e+17,202600009,2026-02-23,Crimes Against Women,Stalking,Pulakeshinagar Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,444,Rayaan,Head Constable,Crime Branch Officer,Disposed by Court,FIR,Heinous,1,Maanas Khalsa,3,Charles Lanka; Fariq Goswami; Inaya Sarma,Bhanumati Pai,0,1,2026-04-18,Filed,BNS; DP Act,Assault on Woman; Giving/Taking Dowry; 79,2026-02-21 02:00:00,2026-02-20 12:00:00,2026-02-20 18:00:00,12.990376,77.455614,Soluta ullam ad facilis vel facilis dolorem doloribus sapiente natus fugit deleniti eaque dolorum laudantium animi modi nisi quibusdam molestias quis cumque rerum.
777,1.0001e+17,202600016,2026-05-09,Narcotics & NDPS,Illicit Liquor,Jayanagar Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,254,Vihaan,Police Constable,Women's Cell Officer,Charge Sheeted,FIR,Heinous,0,,0,,Kamya Solanki,0,1,2026-06-04,Filed,NDPS Act,Consumption of Narcotic Drug,2026-05-08 11:00:00,2026-05-08 08:00:00,2026-05-08 09:00:00,12.899907,77.512313,Natus quisquam sunt quia eveniet quas veniam officiis assumenda minus labore accusamus enim.
778,1.0001e+17,202600019,2026-04-09,Crimes Against Women,Dowry Harassment,Kengeri Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,137,Aayush,Head Constable,Reserve Sub-Inspector,Charge Sheeted,FIR,Heinous,4,Samaksh Ratta; Ranbir Devi; Orinder Ranganathan; Gavin Sridhar,2,Chatura Bajwa; Jyoti Nagi,Shivansh Agarwal,2,1,2026-06-19,Filed,BNS,Word/Gesture Insulting Modesty of Woman,2026-04-08 05:00:00,2026-04-07 16:00:00,2026-04-07 22:00:00,12.922482,77.694547,Modi delectus officiis corporis modi laboriosam possimus provident ullam tempora saepe corporis.
779,1.0001e+17,202600010,2026-06-11,Traffic & Motor Vehicle Offences,Rash Driving,Chandra Layout Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,108,Fitan,Sub-Inspector (SI),Women's Cell Officer,Charge Sheeted,FIR,Non-Heinous,0,,1,Abeer Cherian,Bhanumati Chawla,0,1,2026-07-24,Filed,MV Act,Dangerous Driving; Driving without Insurance; Duty in Accident Cases,2026-06-11 04:00:00,2026-06-10 12:00:00,2026-06-10 17:00:00,12.868978,77.639994,Laudantium earum eos aperiam sunt velit repellendus deleniti asperiores veniam suscipit quia optio cumque veritatis illo deleniti rem possimus praesentium.
780,1.0001e+17,202600011,2026-03-22,Crimes Against Women,Dowry Harassment,Chamarajpet Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,313,Noah,Head Constable,Reserve Sub-Inspector,Charge Sheeted,FIR,Non-Heinous,0,,1,Ishita Raghavan,Aashi Dutta,0,1,2026-04-20,Filed,BNS,Word/Gesture Insulting Modesty of Woman,2026-03-21 15:00:00,2026-03-21 08:00:00,2026-03-21 08:00:00,13.077268,77.703782,Inventore et illum quibusdam dolore vel aliquid nobis debitis error incidunt iste quia culpa voluptatibus voluptates vitae nihil.
781,1.0001e+17,202600016,2026-01-16,Economic Offences,Forgery,Frazer Town Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,428,Nitesh,Sub-Inspector (SI),Station House Officer (SHO),Under Investigation,FIR,Non-Heinous,0,,1,Libni Sagar,Ekbal Ravel,0,0,,Pending,BNS,Cheating; Mischief,2026-01-15 10:00:00,2026-01-15 01:00:00,2026-01-15 03:00:00,12.92264,77.573935,Fugiat illo dicta repellat nesciunt voluptas maiores vitae veritatis aut minus occaecati totam in quis dolorum.
782,1.0001e+17,202600016,2026-02-12,Crimes Against Public Order,Unlawful Assembly,Hennur Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,450,Farhan,Police Sub-Inspector (PSI),Traffic Officer,Charge Sheeted,FIR,Non-Heinous,1,Gaurav Rege,1,Yug Jayaraman,Darpan Sahni,1,1,2026-04-09,Filed,BNS,Criminal Intimidation,2026-02-11 18:00:00,2026-02-11 12:00:00,2026-02-11 17:00:00,13.030878,77.455398,Assumenda aspernatur repellendus fugiat enim cupiditate quidem illo excepturi soluta omnis natus iusto magnam.
783,1.0001e+17,202600024,2026-06-17,Crimes Against Public Order,Unlawful Assembly,Mathikere Police Station,Police Station,Bangalore Urban,Court of ACMM Bengaluru,190,Noah,Head Constable,Traffic Officer,Disposed by Court,FIR,Non-Heinous,3,Aryan Thakur; Nathan Dhar; Owen Mani,1,Noah Lall,Ridhi Bal,1,1,2026-08-11,Filed,BNS,Criminal Intimidation,2026-06-16 07:00:00,2026-06-15 17:00:00,2026-06-15 20:00:00,12.894297,77.653614,Ab doloribus nostrum repudiandae eius possimus tenetur recusandae maiores reiciendis soluta itaque doloremque excepturi fuga vero ab numquam debitis.
784,1.0001e+17,202600007,2026-07-04,Crimes Against Public Order,Unlawful Assembly,Electronic City Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,97,Omkaar,Police Sub-Inspector (PSI),Reserve Sub-Inspector,Charge Sheeted,FIR,Non-Heinous,0,,1,Yasti Sant,Om Dyal,0,1,2026-08-27,Filed,BNS,Criminal Intimidation,2026-07-02 14:00:00,2026-07-02 01:00:00,2026-07-02 03:00:00,12.995985,77.703408,Asperiores dolore necessitatibus dolores eos aliquid deleniti aut totam amet quos repudiandae magni assumenda enim nobis quis.
785,1.0001e+17,202600018,2026-06-02,Economic Offences,Counterfeiting,CEN PS Cyber Crime Whitefield,CEN Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,481,Ekavir,Sub-Inspector (SI),Investigating Officer (IO),Under Investigation,FIR,Non-Heinous,0,,0,,Faras Barad,0,0,,Pending,BNS,Cheating; Mischief,2026-05-30 19:00:00,2026-05-30 09:00:00,2026-05-30 11:00:00,12.997297,77.745187,Facilis iure quam fugit iste provident itaque optio nobis odio illo magni.
786,1.0001e+17,202600018,2026-06-28,Crimes Against Public Order,Unlawful Assembly,Jayanagar Women PS,Women Police Station,Bangalore Urban,City Civil Court Bengaluru,464,Ishwar,Police Constable,Beat Constable,Under Investigation,FIR,Non-Heinous,0,,1,Vritti Thaker,Oviya Dhillon,0,0,,Pending,BNS,Criminal Intimidation,2026-06-25 10:00:00,2026-06-25 01:00:00,2026-06-25 04:00:00,13.044386,77.671197,Dignissimos reiciendis corrupti corrupti cumque impedit ut eius ipsa modi sequi.
787,1.0001e+17,202600011,2026-03-12,Economic Offences,Counterfeiting,Hebbal Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,159,Anmol,Asst Sub-Inspector (ASI),Women's Cell Officer,Under Investigation,FIR,Non-Heinous,0,,1,Ranbir Raj,Nitesh Badami,0,0,,Pending,BNS,Cheating,2026-03-12 00:00:00,2026-03-11 20:00:00,2026-03-11 21:00:00,12.920979,77.696025,Sunt deleniti cum delectus voluptatem molestiae quia vero quaerat magni eaque nemo fuga sapiente ratione quae nam minus.
788,1.0001e+17,202600016,2026-03-10,Crimes Against Public Order,Unlawful Assembly,Koramangala Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,271,Fiyaz,Police Constable,Reserve Sub-Inspector,Charge Sheeted,FIR,Non-Heinous,1,Sarthak Taneja,0,,Damini Contractor,1,1,2026-03-25,Filed,BNS,Criminal Intimidation,2026-03-10 02:00:00,2026-03-09 22:00:00,2026-03-10 02:00:00,12.94331,77.530624,Nam nesciunt eaque quae dignissimos tempora labore totam alias aliquam aperiam magnam at molestiae.
789,1.0001e+17,202600020,2026-03-21,Crimes Against Property,Criminal Trespass,Kengeri Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,134,Reva,Police Sub-Inspector (PSI),Reserve Sub-Inspector,Undetected,FIR,Non-Heinous,0,,3,Tanveer Bedi; Mahika Pillai; Viraj Sathe,Samuel Raval,0,0,,Pending,BNS,Dacoity,2026-03-19 21:00:00,2026-03-19 16:00:00,2026-03-19 20:00:00,12.902713,77.646944,Aperiam distinctio dignissimos adipisci maiores provident esse voluptate possimus dignissimos iste suscipit.
790,3.0001e+17,202600019,2026-04-23,Crimes Against Public Order,Unlawful Assembly,Sanjaynagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,171,Anirudh,Police Constable,Circle Inspector,Charge Sheeted,UDR,Non-Heinous,3,Timothy Vyas; Chandresh Manda; Tristan Sarkar,1,Teerth Upadhyay,Anirudh Palan,3,1,2026-07-16,Filed,BNS,Criminal Intimidation,2026-04-20 18:00:00,2026-04-20 12:00:00,2026-04-20 17:00:00,12.978426,77.580388,Eveniet architecto optio exercitationem voluptas ab laudantium fuga dolore id officiis eaque quis asperiores eius explicabo.
791,8.0001e+17,202600019,2026-06-24,Narcotics & NDPS,Illicit Liquor,CEN PS Cyber Crime Whitefield,CEN Police Station,Bangalore Urban,Fast Track Court Bengaluru,481,Ekavir,Sub-Inspector (SI),Investigating Officer (IO),Charge Sheeted,Zero FIR,Non-Heinous,0,,3,Nitesh Jayaraman; Guneet Sampath; Chandani Bajwa,Kiaan Garg,0,1,2026-08-22,Filed,NDPS Act,Possession of Manufactured Drugs,2026-06-21 12:00:00,2026-06-21 01:00:00,2026-06-21 07:00:00,12.855634,77.558516,Explicabo debitis ratione rerum quo ab provident corporis temporibus eveniet odit doloribus voluptatum nisi corrupti dolore consequatur odio laudantium enim quam.
792,1.0001e+17,202600013,2026-01-02,Cyber Crime,Identity Theft,Vijayanagar Police Station,Police Station,Bangalore Urban,Metropolitan Magistrate Court Bengaluru,121,Jatin,Sub-Inspector (SI),Reserve Sub-Inspector,Under Investigation,FIR,Non-Heinous,1,Naveen Uppal,1,Daksha Ramanathan,Meera Chander,1,0,,Pending,IT Act,Cheating by Personation; Computer Related Offences; Identity Theft,2025-12-31 23:00:00,2025-12-31 15:00:00,2025-12-31 20:00:00,12.922523,77.71132,Soluta ducimus veniam atque consequuntur optio inventore placeat modi rerum dolore assumenda quo est cupiditate cupiditate saepe omnis tenetur repudiandae architecto iure ratione.
793,1.0001e+17,202600015,2026-01-14,Economic Offences,Counterfeiting,Basavanagudi Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,239,Sarthak,Police Constable,Investigating Officer (IO),Pending Trial,FIR,Non-Heinous,2,Kai Borah; Udant Kunda,1,Viraj Bains,Avi Bath,1,0,,Pending,BNS,Mischief,2026-01-14 05:00:00,2026-01-13 21:00:00,2026-01-14 01:00:00,12.88614,77.727046,Nam earum nesciunt accusamus illo odio modi dolor vel inventore nam sunt reiciendis reiciendis eum accusamus ullam hic.
794,1.0001e+17,202600017,2026-06-09,Narcotics & NDPS,Possession of Narcotics,Girinagar Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,245,Shaurya,Asst Sub-Inspector (ASI),Crime Branch Officer,Undetected,FIR,Non-Heinous,1,Laksh Buch,1,Advika Dubey,Ekaja Ahuja; Wakeeta Maharaj,1,0,,Pending,NDPS Act,Consumption of Narcotic Drug; Possession of Manufactured Drugs; Possession/Sale of Cannabis,2026-06-06 23:00:00,2026-06-06 17:00:00,2026-06-06 18:00:00,13.045157,77.632009,Dolor quae accusamus harum natus inventore mollitia architecto ut illo omnis doloribus velit rerum veritatis.
795,1.0001e+17,202600017,2026-04-01,Crimes Against Body,Kidnapping,Cottonpete Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,321,Pranit,Sub-Inspector (SI),Station House Officer (SHO),Disposed by Court,FIR,Heinous,0,,1,Pranav Som,Anusha Raju,0,1,2026-06-01,Filed,BNS,Attempt to Murder; Grievous Hurt; Murder,2026-03-30 08:00:00,2026-03-29 19:00:00,2026-03-30 00:00:00,13.097207,77.552703,Officiis beatae tempore voluptatem dolore tenetur ab perspiciatis quidem reiciendis nostrum deleniti reprehenderit quisquam exercitationem fugiat et quaerat at quos laudantium ipsam.
796,4.0001e+17,202600008,2026-02-25,Narcotics & NDPS,Drug Trafficking,Electronic City Police Station,Police Station,Bangalore Urban,Special Court for NDPS Cases Bengaluru,94,Tripti,Inspector of Police,Crime Branch Officer,Charge Sheeted,PAR,Non-Heinous,1,Ikbal Grover,1,Chameli Bhatti,Tejas Sarraf,0,1,2026-04-11,Filed,NDPS Act,Consumption of Narcotic Drug,2026-02-24 05:00:00,2026-02-23 11:00:00,2026-02-23 17:00:00,13.060189,77.746827,Eos iste rerum deserunt ex fugit magnam cupiditate autem illum dolorem a praesentium.
797,1.0001e+17,202600006,2026-02-01,Economic Offences,Forgery,Rajajinagar Police Station,Police Station,Bangalore Urban,Fast Track Court Bengaluru,130,Daksha,Sub-Inspector (SI),Circle Inspector,Under Investigation,FIR,Non-Heinous,3,Advik Hans; Logan Apte; Jagdish Swamy,1,Chaitanya Batra,Urvi Som,3,0,,Pending,BNS,Mischief,2026-01-29 14:00:00,2026-01-29 02:00:00,2026-01-29 07:00:00,12.96783,77.70325,Quam velit sed quis doloribus laborum nihil perspiciatis nobis pariatur dicta iusto iusto aut delectus officia itaque iste vel sunt nam.
798,1.0001e+17,202600012,2026-01-05,Economic Offences,Forgery,Chamarajpet Police Station,Police Station,Bangalore Urban,Special Court for POCSO Cases Bengaluru,311,Qarin,Inspector of Police,Traffic Officer,Undetected,FIR,Non-Heinous,1,Kabir Naidu,1,Ryan Atwal,Daksh Sharma,0,0,,Pending,BNS,Cheating; Mischief,2026-01-03 02:00:00,2026-01-02 21:00:00,2026-01-02 22:00:00,12.878827,77.50801,Consequatur fugit eius consequuntur consectetur quibusdam iure eligendi reiciendis iste officia corporis ab est aliquam sint illum blanditiis quisquam ea ratione.
799,1.0001e+17,202600020,2026-02-01,Economic Offences,Cheating,Sanjaynagar Police Station,Police Station,Bangalore Urban,Court of ASCJ Bengaluru,166,Advik,Head Constable,Reserve Sub-Inspector,Pending Trial,FIR,Non-Heinous,1,Udarsh Hegde,3,Ladli Srinivasan; Chanchal Sampath; Karan Chaudhari,Gaurika Dani,1,0,,Pending,BNS,Cheating,2026-02-01 14:00:00,2026-02-01 00:00:00,2026-02-01 04:00:00,12.886086,77.546981,Eligendi officiis quasi pariatur illo iusto accusantium eos facere necessitatibus delectus quia similique suscipit velit iure delectus aliquid libero repellat excepturi sequi maiores.
